"","place","ward.A","dist.A","reg.A","Facility_N","Village_St","ward.X","dist.X","reg.X","place.X","place.dist","reg.A.dist","dist"
"518","miula","miula","nkasi.dc","rukwa","mico sulumo","wami dakawa","Mvomero","Mvomero DC","morogoro","mico sulumo-wami dakawa",0.260869565217391,0.558333333333333,NA
"519","miula","miula","nkasi.dc","rukwa","mico sulumo","wami dakawa","Mvomero","Mvomero DC","morogoro","mico sulumo-wami dakawa",0.260869565217391,0.558333333333333,NA
"520","miwangani.idete","namwawala","mlimba","mlimba","mk","viwandani","Mwakibete","Mbeya CC","mbeya","mk-viwandani",0.290740740740741,0.422222222222222,NA
"521","miwangani.idete","namwawala","mlimba","mlimba","mk","viwandani","Mwakibete","Mbeya CC","mbeya","mk-viwandani",0.290740740740741,0.422222222222222,NA
"522","miyagala","sibwesa","tanganyika","tanganyika","miangalua","miangalua","Miangalua","Sumbawanga DC","rukwa","miangalua-miangalua",0.25219298245614,0.566666666666667,NA
"523","miyomboni","mofu","mlimba","mlimba","miombo","miombo","Mtenga","Nkasi DC","rukwa","miombo-miombo",0.227920227920228,0.544444444444445,NA
"524","miyula","kate","namanyere","namanyere","myula","myula","Kate","Nkasi DC","rukwa","myula-myula",0.237373737373737,0.562962962962963,NA
"525","miyula","kate","namanyere","namanyere","iyula","iyula","Iyula","Mbozi DC","songwe","iyula-iyula",0.237373737373737,0.481481481481482,NA
"526","mkalenda","mkalenda","newala.dc","mtwara","mnali","kitunda","Msanjihili","Lindi MC","lindi","mnali-kitunda",0.243131868131868,1,NA
"527","mkochini","namawala","mlimba","mlimba","mkyeku","clinic","Mazwi","Sumbawanga MC","rukwa","mkyeku-clinic",0.262820512820513,0.544444444444445,NA
"528","mkochini","namawala","mlimba","mlimba","mkyeku","clinic","Mazwi","Sumbawanga MC","rukwa","mkyeku-clinic",0.262820512820513,0.544444444444445,NA
"529","mkokwa","mwamkulu","mpanda.dc","katavi","mkoka","mkoka","Mkoka","Nachingwea DC","lindi","mkoka-mkoka",0.237373737373737,0.544444444444445,NA
"530","mkole","mkole","nkasi.dc","rukwa","makole","makole","Makole","Dodoma MC","dodoma","makole-makole",0.205128205128205,0.544444444444445,NA
"531","mkole","mkole","nkasi.dc","rukwa","makole","makole","Kilole","Lushoto DC","tanga","makole-makole",0.205128205128205,0.533333333333333,NA
"532","mkole","mkole","nkasi.dc","rukwa","makole","tofiki","Viwandani","Dodoma MC","dodoma","makole-tofiki",0.205128205128205,0.544444444444445,NA
"533","mkomange","igawa","malinyi.dc","morogoro","bmk","madenge","Buguruni","Ilala MC","dar es salaam","bmk-madenge",0.234307359307359,0.599358974358974,NA
"534","mkomange","igawa","malinyi.dc","morogoro","bmk","madenge","Buguruni","Ilala MC","dar es salaam","bmk-madenge",0.234307359307359,0.599358974358974,NA
"535","mkomba","mkomba","momba.dc","songwe","mkomba","mkomba","Mkomba","Momba DC","songwe","mkomba-mkomba",0.17948717948718,0,NA
"536","mkongeni","dakawa","mvomero.dc","morogoro","mkonge","mkonge","Luhunga","Mufindi DC","iringa","mkonge-mkonge",0.195512820512821,0.472222222222222,NA
"537","mkudumba","newala","newala.dc","mtwara","manundu","mbeza","Manundu","Korogwe TC","tanga","manundu-mbeza",0.195512820512821,0.3,NA
"538","mkudumba","newala","newala.dc","mtwara","manundu","mbeza","Manundu","Korogwe TC","tanga","manundu-mbeza",0.195512820512821,0.3,NA
"539","mkumbwanye","boliboli","iringa.dc","iringa","mbutu","mkwajuni","Somangila","Kigamboni MC","dar es salaam","mbutu-mkwajuni",0.251190476190476,0.670940170940171,NA
"540","mkundi","majembe","masasi.dc","mtwara","mkundi ya mtae","mkundi","Mnazi","Lushoto DC","tanga","mkundi ya mtae-mkundi",0.238095238095238,0.3,NA
"541","mkunyikwa","mad","mb","mb","mkunkwa","mkunkwa","Kaniha","Biharamulo DC","kagera","mkunkwa-mkunkwa",0.251851851851852,1,NA
"542","mkwaya","makong.onda","masasi.dc","mtwara","mwaya","mwaya","Mwaya","Kilombero DC","morogoro","mwaya-mwaya",0.237373737373737,0.472222222222222,NA
"543","mkwaya","makong.onda","masasi.dc","mtwara","mwaya","mwaya","Mwaya","Ulanga DC","morogoro","mwaya-mwaya",0.237373737373737,0.472222222222222,NA
"544","mkwaya","makong.onda","masasi.dc","mtwara","mwaya","mwaya","Mwaya","Kilombero DC","morogoro","mwaya-mwaya",0.237373737373737,0.472222222222222,NA
"545","mmbwendi","mkangale","nkasi.dc","rukwa","mbweni","mbweni","Mbweni","Kinondoni MC","dar es salaam","mbweni-mbweni",0.262820512820513,0.648717948717949,NA
"546","mmbwendi","mkangale","nkasi.dc","rukwa","rtmr","mtendeni","Kisutu","Ilala MC","dar es salaam","rtmr-mtendeni",0.262820512820513,0.648717948717949,NA
"547","mmbwendi","mkangale","nkasi.dc","rukwa","rtmr","mtendeni","Kisutu","Ilala MC","dar es salaam","rtmr-mtendeni",0.262820512820513,0.648717948717949,NA
"548","mnadani.kidinda","kidinda","bariadi.tc","simiyu","manda","manda","Manda","Chamwino DC","dodoma","manda-manda",0.288131313131313,0.555555555555556,NA
"549","mnarani","mnarani","ifakara.tc","morogoro","mara","mgeninani","Kijichi","Temeke MC","dar es salaam","mara-mgeninani",0.238095238095238,0.599358974358974,NA
"550","mnazi","kalumbaleza","sumbawanga.dc","rukwa","mngazi","mngazi","Mngazi","Morogoro DC","morogoro","mngazi-mngazi",0.205128205128205,0.558333333333333,NA
"551","mnkola","mnkola","bahi.dc","dodoma","mnkola","ibihwa","Ibihwa","Bahi DC","dodoma","mnkola-ibihwa",0.17948717948718,0,NA
"552","mnyagala","mnyagala","tanganyika","tanganyika","nguyami","italagwe","Iyogwe","Gairo DC","morogoro","nguyami-italagwe",0.229166666666667,0.591666666666667,NA
"553","mnyagala","sibwesa","tanganyika","tanganyika","nguyami","italagwe","Iyogwe","Gairo DC","morogoro","nguyami-italagwe",0.229166666666667,0.591666666666667,NA
"554","mnygala","mnyagala","tanganyika","tanganyika","minyala","minyala","Vumari","Same DC","kilimanjaro","minyala-minyala",0.247619047619048,0.578787878787879,NA
"555","moba","kashishi","mpimbwe.dc","katavi","mkomba","mkomba","Mkomba","Momba DC","songwe","mkomba-mkomba",0.230769230769231,1,NA
"556","mofu","mofu","mlimba","mlimba","mofu","mofu","Mofu","Kilombero DC","morogoro","mofu-mofu",0.185185185185185,0.569444444444445,NA
"557","mofu","mofu","mlimba","mlimba","mofu","mofu","Mofu","Kilombero DC","morogoro","mofu-mofu",0.185185185185185,0.569444444444445,NA
"558","mofu.nyumbani","mofu","mlimba","mlimba","mboni","mboni","Mamba Kaskazini","Moshi DC","kilimanjaro","mboni-mboni",0.275058275058275,0.406565656565657,NA
"559","mofu.nyumbani","mofu","mlimba","mlimba","mboni","mboni","Mamba Kaskazini","Moshi DC","kilimanjaro","mboni-mboni",0.275058275058275,0.406565656565657,NA
"560","mondo","mnyagala","tanganyika","tanganyika","mondo","mondo","Mondo","Chemba DC","dodoma","mondo-mondo",0.181818181818182,0.577777777777778,NA
"561","mondo","mnyagala","tanganyika","tanganyika","mondo","mondo","Mondo","Misungwi DC","mwanza","mondo-mondo",0.181818181818182,0.4,NA
"562","mpanda","majalila","mpanda.dc","katavi","mpanda","mpanda","Lupata","Busokelo DC","mbeya","mpanda-mpanda",0.17948717948718,0.544444444444445,NA
"563","mpanda","majalila","mpanda.dc","katavi","mpanda","mpanda","Nyimbili","Mbozi DC","songwe","mpanda-mpanda",0.17948717948718,1,NA
"564","mpemba.tunduma","mpemba","momba.dc","songwe","upendo mam","butiama","Kijichi","Temeke MC","dar es salaam","upendo mam-butiama",0.257427757427757,0.670940170940171,NA
"565","mpemba.tunduma","mpemba","momba.dc","songwe","upendo mam","butiama","Kijichi","Temeke MC","dar es salaam","upendo mam-butiama",0.257427757427757,0.670940170940171,NA
"566","mpembe","katuma","tanganyika","tanganyika","membe","membe","Membe","Chamwino DC","dodoma","membe-membe",0.237373737373737,0.577777777777778,NA
"567","mpembe","katuma","tanganyika","tanganyika","mpera","mpela","Ipunga","Mbozi DC","songwe","mpera-mpela",0.237373737373737,0.488888888888889,NA
"568","mpembe","katuma","tanganyika","tanganyika","mpeta","mpeta","Chiungutwa","Masasi DC","mtwara","mpeta-mpeta",0.237373737373737,0.4,NA
"569","mpembe","katuma","tanganyika","tanganyika","mpeto","mpeto","Ramadhani","Njombe TC","njombe","mpeto-mpeto",0.237373737373737,0.577777777777778,NA
"570","mpembe","katuma","tanganyika","tanganyika","mpepo","mpepo","Tingi","Nyasa DC","ruvuma","mpepo-mpepo",0.237373737373737,0.577777777777778,NA
"571","mpembe","katuma","tanganyika","tanganyika","mpera","mpera","Isagehe","Kahama TC","shinyanga","mpera-mpera",0.237373737373737,0.411111111111111,NA
"572","mpembe","katuma","tanganyika","tanganyika","mpepo","mpepo","Tingi","Nyasa DC","ruvuma","mpepo-mpepo",0.237373737373737,0.577777777777778,NA
"573","mpembe","katuma","tanganyika","tanganyika","mpera","mpera","Isagehe","Kahama TC","shinyanga","mpera-mpera",0.237373737373737,0.411111111111111,NA
"574","mpembe","mpembe","tanganyika","tanganyika","membe","membe","Membe","Chamwino DC","dodoma","membe-membe",0.237373737373737,0.577777777777778,NA
"575","mpembe","mpembe","tanganyika","tanganyika","mpera","mpela","Ipunga","Mbozi DC","songwe","mpera-mpela",0.237373737373737,0.488888888888889,NA
"576","mpembe","mpembe","tanganyika","tanganyika","mpeta","mpeta","Chiungutwa","Masasi DC","mtwara","mpeta-mpeta",0.237373737373737,0.4,NA
"577","mpembe","mpembe","tanganyika","tanganyika","mpeto","mpeto","Ramadhani","Njombe TC","njombe","mpeto-mpeto",0.237373737373737,0.577777777777778,NA
"578","mpembe","mpembe","tanganyika","tanganyika","mpepo","mpepo","Tingi","Nyasa DC","ruvuma","mpepo-mpepo",0.237373737373737,0.577777777777778,NA
"579","mpembe","mpembe","tanganyika","tanganyika","mpera","mpera","Isagehe","Kahama TC","shinyanga","mpera-mpera",0.237373737373737,0.411111111111111,NA
"580","mpembe","mpembe","tanganyika","tanganyika","mpepo","mpepo","Tingi","Nyasa DC","ruvuma","mpepo-mpepo",0.237373737373737,0.577777777777778,NA
"581","mpembe","mpembe","tanganyika","tanganyika","mpera","mpera","Isagehe","Kahama TC","shinyanga","mpera-mpera",0.237373737373737,0.411111111111111,NA
"582","mpete","mwadui","sumbawanga.dc","rukwa","mpeta","mpeta","Chiungutwa","Masasi DC","mtwara","mpeta-mpeta",0.181818181818182,0.422222222222222,NA
"583","mpete","mwadui","sumbawanga.dc","rukwa","mpete","mpete","Mfinga","Sumbawanga DC","rukwa","mpete-mpete",0.181818181818182,0,NA
"584","mpete","mwadui","sumbawanga.dc","rukwa","mpeto","mpeto","Ramadhani","Njombe TC","njombe","mpeto-mpeto",0.181818181818182,1,NA
"585","mpinga","kigwe","kigwe","kigwe","mfinga","mfinga","Shighatini","Mwanga DC","kilimanjaro","mfinga-mfinga",0.260683760683761,0.472727272727273,NA
"586","mpinga","kigwe","kigwe","kigwe","mfinga","mfinga","Mfinga","Sumbawanga DC","rukwa","mfinga-mfinga",0.260683760683761,0.533333333333333,NA
"587","mpinga","kigwe","kigwe","kigwe","mkinga","mkinga","Kipili","Nkasi DC","rukwa","mkinga-mkinga",0.260683760683761,0.533333333333333,NA
"588","mpinga","kigwe","kigwe","kigwe","mpindo","tamanu","Mpindo","Maswa DC","simiyu","mpindo-tamanu",0.260683760683761,0.544444444444445,NA
"589","mpinga","kigwe","kigwe","kigwe","mzinga","mzinga","Toangoma","Temeke MC","dar es salaam","mzinga-mzinga",0.260683760683761,0.574358974358974,NA
"590","mpinga","kigwe","kigwe","kigwe","omulinga","soko","Gongoni","Tabora MC","tabora","omulinga-soko",0.260683760683761,1,NA
"591","mpinga","mpinga","bahi.dc","dodoma","mfinga","mfinga","Shighatini","Mwanga DC","kilimanjaro","mfinga-mfinga",0.260683760683761,0.494949494949495,NA
"592","mpinga","mpinga","bahi.dc","dodoma","mfinga","mfinga","Mfinga","Sumbawanga DC","rukwa","mfinga-mfinga",0.260683760683761,0.544444444444445,NA
"593","mpinga","mpinga","bahi.dc","dodoma","mkinga","mkinga","Kipili","Nkasi DC","rukwa","mkinga-mkinga",0.260683760683761,0.544444444444445,NA
"594","mpinga","mpinga","bahi.dc","dodoma","mpindo","tamanu","Mpindo","Maswa DC","simiyu","mpindo-tamanu",0.260683760683761,0.555555555555556,NA
"595","mpinga","mpinga","bahi.dc","dodoma","mzinga","mzinga","Toangoma","Temeke MC","dar es salaam","mzinga-mzinga",0.260683760683761,0.504273504273504,NA
"596","mpinga","mpinga","bahi.dc","dodoma","omulinga","soko","Gongoni","Tabora MC","tabora","omulinga-soko",0.260683760683761,0.444444444444445,NA
"597","mpolo","utengule.usangu","utengule.usangu","utengule.usangu","mpolo","mpolo","Utengule Usangu","Mbarali DC","mbeya","mpolo-mpolo",0.181818181818182,0.577777777777778,NA
"598","mria","kalumbaleza","sumbawanga.dc","rukwa","muriba","muriba","Muriba","Tarime DC","mara","muriba-muriba",0.230769230769231,0.516666666666667,NA
"599","msadia","nyambwe","mpimbwe.dc","katavi","shadi","shadi","Mkolani","Nyamagana MC","mwanza","shadi-shadi",0.237373737373737,0.444444444444445,NA
"600","msalama","songea","songea.dc","ruvuma","komsala","komsala","Kwamatuku","Handeni DC","tanga","komsala-komsala",0.177777777777778,0.544444444444445,NA
