"","place","ward.A","dist.A","reg.A","pwd.A","wd.A","wdr.A","ward.B","dist.B","reg.B","wd.B","wdr.B","dist.A.dist","reg.A.dist","ward.A.dist","dist","dist_sum","acceptWDR"
"1609","nkungwi","sibwesa","tanganyika","tanganyika","nkungwi-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","bweni","pangani.dc","tanga","bweni-pangani.dc","bweni-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1610","nkungwi","sibwesa","tanganyika","tanganyika","nkungwi-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","mwera","pangani.dc","tanga","mwera-pangani.dc","mwera-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"1611","nkuswe","nkuswe","nkuswe","nkuswe","nkuswe-nkuswe-nkuswe","nkuswe-nkuswe","nkuswe-nkuswe-nkuswe","namkukwe","songwe.dc","songwe","namkukwe-songwe.dc","namkukwe-songwe.dc-songwe",0.37962962962963,0.333333333333333,0.180555555555556,NA,0.893518518518519,NA
"1612","nkwavii","isangawana","chunya.dc","mbeya","nkwavii-isangawana-chunya.dc","isangawana-chunya.dc","isangawana-chunya.dc-mbeya","sangambi","chunya.dc","mbeya","sangambi-chunya.dc","sangambi-chunya.dc-mbeya",0,0,0.291666666666667,NA,0.291666666666667,NA
"1613","nobola","nobola","magu.dc","mwanza","nobola-nobola-magu.dc","nobola-magu.dc","nobola-magu.dc-mwanza","kongolo","magu.dc","mwanza","kongolo-magu.dc","kongolo-magu.dc-mwanza",0,0,0.337301587301587,NA,0.337301587301587,NA
"1614","nondwa","nondwa","bahi.dc","dodoma","nondwa-nondwa-bahi.dc","nondwa-bahi.dc","nondwa-bahi.dc-dodoma","nondwa","bahi.dc","dodoma","nondwa-bahi.dc","nondwa-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"1615","nonolwa","misasi","misungwi.dc","mwanza","nonolwa-misasi-misungwi.dc","misasi-misungwi.dc","misasi-misungwi.dc-mwanza","masasi","misungwi.dc","mwanza","masasi-misungwi.dc","masasi-misungwi.dc-mwanza",0,0,0.177777777777778,NA,0.177777777777778,"acceptWDR2"
"1616","nsimbo","nsimbo","nsimbo.dc","katavi","nsimbo-nsimbo-nsimbo.dc","nsimbo-nsimbo.dc","nsimbo-nsimbo.dc-katavi","nsimbo","nsimbo.dc","katavi","nsimbo-nsimbo.dc","nsimbo-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1617","ntalamila","intamila","sumbawanga.dc","rukwa","ntalamila-intamila-sumbawanga.dc","intamila-sumbawanga.dc","intamila-sumbawanga.dc-rukwa","laela","sumbawanga.dc","rukwa","laela-sumbawanga.dc","laela-sumbawanga.dc-rukwa",0,0,0.341666666666667,NA,0.341666666666667,NA
"1618","ntalamila","ivuna","nkasi.dc","rukwa","ntalamila-ivuna-nkasi.dc","ivuna-nkasi.dc","ivuna-nkasi.dc-rukwa","sintali","nkasi.dc","rukwa","sintali-nkasi.dc","sintali-nkasi.dc-rukwa",0,0,0.323809523809524,NA,0.323809523809524,NA
"1619","ntalamila","kate","nkasi.dc","rukwa","ntalamila-kate-nkasi.dc","kate-nkasi.dc","kate-nkasi.dc-rukwa","kate","nkasi.dc","rukwa","kate-nkasi.dc","kate-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1620","ntalamila","ntalamila","namanyere","namanyere","ntalamila-ntalamila-namanyere","ntalamila-namanyere","ntalamila-namanyere-namanyere","balagidalalu","hanang.dc","manyara","balagidalalu-hanang.dc","balagidalalu-hanang.dc-manyara",0.453703703703704,0.26984126984127,0.333333333333333,NA,1.05687830687831,NA
"1621","ntamila","kate","nkasi.dc","rukwa","ntamila-kate-nkasi.dc","kate-nkasi.dc","kate-nkasi.dc-rukwa","kate","nkasi.dc","rukwa","kate-nkasi.dc","kate-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1622","ntaswa","mamba.b","mpimbwe.dc","katavi","ntaswa-mamba.b-mpimbwe.dc","mamba.b-mpimbwe.dc","mamba.b-mpimbwe.dc-katavi","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi",0,0,0.0952380952380952,NA,0.0952380952380952,"acceptWDR2"
"1623","ntatumbila","ntatumbila","nkasi.dc","rukwa","ntatumbila-ntatumbila-nkasi.dc","ntatumbila-nkasi.dc","ntatumbila-nkasi.dc-rukwa","sintali","nkasi.dc","rukwa","sintali-nkasi.dc","sintali-nkasi.dc-rukwa",0,0,0.328571428571429,NA,0.328571428571429,NA
"1624","ntuchi","isale","nkasi.dc","rukwa","ntuchi-isale-nkasi.dc","isale-nkasi.dc","isale-nkasi.dc-rukwa","isale","nkasi.dc","rukwa","isale-nkasi.dc","isale-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1625","ntuchi","ntuchi","namanyere","namanyere","ntuchi-ntuchi-namanyere","ntuchi-namanyere","ntuchi-namanyere-namanyere","lituhi","nyasa.dc","ruvuma","lituhi-nyasa.dc","lituhi-nyasa.dc-ruvuma",0.430555555555556,0.481481481481482,0.222222222222222,NA,1.13425925925926,NA
"1626","ntuchi","ntuchi","nkasi.dc","rukwa","ntuchi-ntuchi-nkasi.dc","ntuchi-nkasi.dc","ntuchi-nkasi.dc-rukwa","sintali","nkasi.dc","rukwa","sintali-nkasi.dc","sintali-nkasi.dc-rukwa",0,0,0.357142857142857,NA,0.357142857142857,NA
"1627","ntuchi","tuchi","nkasi.dc","rukwa","ntuchi-tuchi-nkasi.dc","tuchi-nkasi.dc","tuchi-nkasi.dc-rukwa","mtenga","nkasi.dc","rukwa","mtenga-nkasi.dc","mtenga-nkasi.dc-rukwa",0,0,0.544444444444445,NA,0.544444444444445,NA
"1628","ntuchi","tuchi","nkasi.dc","rukwa","ntuchi-tuchi-nkasi.dc","tuchi-nkasi.dc","tuchi-nkasi.dc-rukwa","kipili","nkasi.dc","rukwa","kipili-nkasi.dc","kipili-nkasi.dc-rukwa",0,0,0.544444444444445,NA,0.544444444444445,NA
"1629","ntula","kashishi","mpimbwe.dc","katavi","ntula-kashishi-mpimbwe.dc","kashishi-mpimbwe.dc","kashishi-mpimbwe.dc-katavi","kasansa","mpimbwe.dc","katavi","kasansa-mpimbwe.dc","kasansa-mpimbwe.dc-katavi",0,0,0.30952380952381,NA,0.30952380952381,NA
"1630","ntungwa","mbao","momba.dc","songwe","ntungwa-mbao-momba.dc","mbao-momba.dc","mbao-momba.dc-songwe","mpapa","momba.dc","songwe","mpapa-momba.dc","mpapa-momba.dc-songwe",0,0,0.366666666666667,NA,0.366666666666667,NA
"1631","ntungwa","mkomba","mkomba","mkomba","ntungwa-mkomba-mkomba","mkomba-mkomba","mkomba-mkomba-mkomba","mkigo","kigoma.dc","kigoma","mkigo-kigoma.dc","mkigo-kigoma.dc-kigoma",0.296296296296296,0.222222222222222,0.3,NA,0.818518518518519,NA
"1632","ntungwa","mkomba","momba.dc","songwe","ntungwa-mkomba-momba.dc","mkomba-momba.dc","mkomba-momba.dc-songwe","kamsamba","momba.dc","songwe","kamsamba-momba.dc","kamsamba-momba.dc-songwe",0,0,0.347222222222222,NA,0.347222222222222,NA
"1633","ntungwa","mkuu","momba.dc","songwe","ntungwa-mkuu-momba.dc","mkuu-momba.dc","mkuu-momba.dc-songwe","mkulwe","momba.dc","songwe","mkulwe-momba.dc","mkulwe-momba.dc-songwe",0,0,0.25,NA,0.25,NA
"1634","ntyuka","ntyuka","dodoma.cc","dodoma","ntyuka-ntyuka-dodoma.cc","ntyuka-dodoma.cc","ntyuka-dodoma.cc-dodoma","ntyuka","dodoma.cc","dodoma","ntyuka-dodoma.cc","ntyuka-dodoma.cc-dodoma",0,0,0,NA,0,"acceptWDR0"
"1635","nyakabindi","nyakabindi","bariadi.tc","simiyu","nyakabindi-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1636","nyakazombe","mapogoro","mbarali.dc","mbeya","nyakazombe-mapogoro-mbarali.dc","mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya","mapogoro","mbarali.dc","mbeya","mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1637","nyakiswa","nyakiswa","musoma.dc","mara","nyakiswa-nyakiswa-musoma.dc","nyakiswa-musoma.dc","nyakiswa-musoma.dc-mara","nyakatende","musoma.dc","mara","nyakatende-musoma.dc","nyakatende-musoma.dc-mara",0,0,0.291666666666667,NA,0.291666666666667,NA
"1638","nyalikungu","nyalikungu","maswa.dc","simiyu","nyalikungu-nyalikungu-maswa.dc","nyalikungu-maswa.dc","nyalikungu-maswa.dc-simiyu","nyalikungu","maswa.dc","simiyu","nyalikungu-maswa.dc","nyalikungu-maswa.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1639","nyamakuyu","madibira","mbarali.dc","mbeya","nyamakuyu-madibira-mbarali.dc","madibira-mbarali.dc","madibira-mbarali.dc-mbeya","madibira","mbarali.dc","mbeya","madibira-mbarali.dc","madibira-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1640","nyamalapa","nyamalapa","itilima.dc","simiyu","nyamalapa-nyamalapa-itilima.dc","nyamalapa-itilima.dc","nyamalapa-itilima.dc-simiyu","nyamalapa","itilima.dc","simiyu","nyamalapa-itilima.dc","nyamalapa-itilima.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1641","nyamalela","igava","mbarali.dc","mbeya","nyamalela-igava-mbarali.dc","igava-mbarali.dc","igava-mbarali.dc-mbeya","igava","mbarali.dc","mbeya","igava-mbarali.dc","igava-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1642","nyamatala","nyamatala","misungwi.dc","mwanza","nyamatala-nyamatala-misungwi.dc","nyamatala-misungwi.dc","nyamatala-misungwi.dc-mwanza","ilujamate","misungwi.dc","mwanza","ilujamate-misungwi.dc","ilujamate-misungwi.dc-mwanza",0,0,0.37037037037037,NA,0.37037037037037,NA
"1643","nyambwa","usevya","mpimbwe.dc","katavi","nyambwa-usevya-mpimbwe.dc","usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi","usevya","mpimbwe.dc","katavi","usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1644","nyambwe","nyambwe","mpimbwe.dc","katavi","nyambwe-nyambwe-mpimbwe.dc","nyambwe-mpimbwe.dc","nyambwe-mpimbwe.dc-katavi","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi",0,0,0.323809523809524,NA,0.323809523809524,NA
"1645","nyambwe","usevya","mpimbwe.dc","katavi","nyambwe-usevya-mpimbwe.dc","usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi","usevya","mpimbwe.dc","katavi","usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1646","nyamhimbi","somanda","bariadi.tc","simiyu","nyamhimbi-somanda-bariadi.tc","somanda-bariadi.tc","somanda-bariadi.tc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1647","nyamikoma","nyamikoma","busega.dc","simiyu","nyamikoma-nyamikoma-busega.dc","nyamikoma-busega.dc","nyamikoma-busega.dc-simiyu","ngasamo","busega.dc","simiyu","ngasamo-busega.dc","ngasamo-busega.dc-simiyu",0,0,0.328042328042328,NA,0.328042328042328,NA
"1648","nyamikoma","sapiwi","bariadi.dc","simiyu","nyamikoma-sapiwi-bariadi.dc","sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu","sapiwi","bariadi.dc","simiyu","sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1649","nyamimbi","somanda","bariadi.dc","simiyu","nyamimbi-somanda-bariadi.dc","somanda-bariadi.dc","somanda-bariadi.dc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0.0666666666666668,0,0,NA,0.0666666666666668,"acceptWDR1"
"1650","nyamimbi","somanda","bariadi.tc","simiyu","nyamimbi-somanda-bariadi.tc","somanda-bariadi.tc","somanda-bariadi.tc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1651","nyampoboro","imalilosongwe","mbarali.dc","mbeya","nyampoboro-imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya","imalilosongwe","mbarali.dc","mbeya","imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1652","nyamswa","gambosi","bariadi.dc","simiyu","nyamswa-gambosi-bariadi.dc","gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu","gambosi","bariadi.dc","simiyu","gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1653","nyamswa","nyamuswa","bariadi.tc","simiyu","nyamswa-nyamuswa-bariadi.tc","nyamuswa-bariadi.tc","nyamuswa-bariadi.tc-simiyu","nyangokolwa","bariadi.tc","simiyu","nyangokolwa-bariadi.tc","nyangokolwa-bariadi.tc-simiyu",0,0,0.306818181818182,NA,0.306818181818182,NA
"1654","nyangao","nyangao","lindi.dc","lindi","nyangao-nyangao-lindi.dc","nyangao-lindi.dc","nyangao-lindi.dc-lindi","nyangao","lindi.dc","lindi","nyangao-lindi.dc","nyangao-lindi.dc-lindi",0,0,0,NA,0,"acceptWDR0"
"1655","nyangokolwa","nyangokolwa","bariadi.tc","simiyu","nyangokolwa-nyangokolwa-bariadi.tc","nyangokolwa-bariadi.tc","nyangokolwa-bariadi.tc-simiyu","nyangokolwa","bariadi.tc","simiyu","nyangokolwa-bariadi.tc","nyangokolwa-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1656","nyangokorwa","nyangokorwa","bariadi.dc","simiyu","nyangokorwa-nyangokorwa-bariadi.dc","nyangokorwa-bariadi.dc","nyangokorwa-bariadi.dc-simiyu","nyangokolwa","bariadi.tc","simiyu","nyangokolwa-bariadi.tc","nyangokolwa-bariadi.tc-simiyu",0.0666666666666668,0,0.0606060606060606,NA,0.127272727272727,NA
"1657","nyanguge","nyanguge","magu.dc","mwanza","nyanguge-nyanguge-magu.dc","nyanguge-magu.dc","nyanguge-magu.dc-mwanza","nyanguge","magu.dc","mwanza","nyanguge-magu.dc","nyanguge-magu.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1658","nyanhiga","ngudu","kwimba.dc","mwanza","nyanhiga-ngudu-kwimba.dc","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1659","nyanuga","ngudu","kwimba.dc","mwanza","nyanuga-ngudu-kwimba.dc","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1660","nyasato","jinjimili","magu.dc","mwanza","nyasato-jinjimili-magu.dc","jinjimili-magu.dc","jinjimili-magu.dc-mwanza","jinjimili","magu.dc","mwanza","jinjimili-magu.dc","jinjimili-magu.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1661","nyashimo","kalemela","magu.dc","mwanza","nyashimo-kalemela-magu.dc","kalemela-magu.dc","kalemela-magu.dc-mwanza","kisesa","magu.dc","mwanza","kisesa-magu.dc","kisesa-magu.dc-mwanza",0,0,0.375,NA,0.375,NA
"1662","nyashimo","kalemela","magu.dc","mwanza","nyashimo-kalemela-magu.dc","kalemela-magu.dc","kalemela-magu.dc-mwanza","sukuma","magu.dc","mwanza","sukuma-magu.dc","sukuma-magu.dc-mwanza",0,0,0.375,NA,0.375,NA
"1663","nyashimo","kibinda","busega.dc","simiyu","nyashimo-kibinda-busega.dc","kibinda-busega.dc","kibinda-busega.dc-simiyu","kabita","busega.dc","simiyu","kabita-busega.dc","kabita-busega.dc-simiyu",0,0,0.337301587301587,NA,0.337301587301587,NA
"1664","nyashimo","nyashimo","busega.dc","simiyu","nyashimo-nyashimo-busega.dc","nyashimo-busega.dc","nyashimo-busega.dc-simiyu","ngasamo","busega.dc","simiyu","ngasamo-busega.dc","ngasamo-busega.dc-simiyu",0,0,0.220238095238095,NA,0.220238095238095,NA
"1665","nyashishi","usagara","misungwi.dc","mwanza","nyashishi-usagara-misungwi.dc","usagara-misungwi.dc","usagara-misungwi.dc-mwanza","usagara","misungwi.dc","mwanza","usagara-misungwi.dc","usagara-misungwi.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"1666","nyatwali","nyatwali","bunda.dc","mara","nyatwali-nyatwali-bunda.dc","nyatwali-bunda.dc","nyatwali-bunda.dc-mara","nyamuswa","bunda.dc","mara","nyamuswa-bunda.dc","nyamuswa-bunda.dc-mara",0,0,0.25,NA,0.25,NA
"1667","nyaumata","somanda","bariadi.tc","simiyu","nyaumata-somanda-bariadi.tc","somanda-bariadi.tc","somanda-bariadi.tc-simiyu","somanda","bariadi.tc","simiyu","somanda-bariadi.tc","somanda-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1668","nyawa","gilya","bariadi.dc","simiyu","nyawa-gilya-bariadi.dc","gilya-bariadi.dc","gilya-bariadi.dc-simiyu","gilya","bariadi.dc","simiyu","gilya-bariadi.dc","gilya-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1669","nyeregere","rujewa","mbarali.dc","mbeya","nyeregere-rujewa-mbarali.dc","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1670","nyeregete","mawindi","mbarali.dc","mbeya","nyeregete-mawindi-mbarali.dc","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya","mawindi","mbarali.dc","mbeya","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1671","nyeregete","rujewa","mbarali.dc","mbeya","nyeregete-rujewa-mbarali.dc","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1672","nyeregeti","rujewa","mbarali.dc","mbeya","nyeregeti-rujewa-mbarali.dc","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1673","nyumbani.iputi","mbuga","ulanga.dc","morogoro","nyumbani.iputi-mbuga-ulanga.dc","mbuga-ulanga.dc","mbuga-ulanga.dc-morogoro","mbuga","ulanga.dc","morogoro","mbuga-ulanga.dc","mbuga-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1674","nyumbani.lukande","lukande","lukande","lukande","nyumbani.lukande-lukande-lukande","lukande-lukande","lukande-lukande-lukande","kipande","nkasi.dc","rukwa","kipande-nkasi.dc","kipande-nkasi.dc-rukwa",0.398809523809524,0.323809523809524,0.19047619047619,NA,0.913095238095238,NA
"1675","nyumbani.mnadani","mnadani","maswa.dc","simiyu","nyumbani.mnadani-mnadani-maswa.dc","mnadani-maswa.dc","mnadani-maswa.dc-simiyu","senani","maswa.dc","simiyu","senani-maswa.dc","senani-maswa.dc-simiyu",0,0,0.253968253968254,NA,0.253968253968254,NA
"1676","nywambwe","usevya","mpimbwe.dc","katavi","nywambwe-usevya-mpimbwe.dc","usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi","usevya","mpimbwe.dc","katavi","usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"1677","ogonda","kaoze","sumbawanga.dc","rukwa","ogonda-kaoze-sumbawanga.dc","kaoze-sumbawanga.dc","kaoze-sumbawanga.dc-rukwa","kaoze","sumbawanga.dc","rukwa","kaoze-sumbawanga.dc","kaoze-sumbawanga.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"1678","old.maswa","nyakabindi","bariadi.tc","simiyu","old.maswa-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1679","oldmaswa","nyakabindi","bariadi.tc","simiyu","oldmaswa-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"1680","pachani","chiwale","masasi.dc","mtwara","pachani-chiwale-masasi.dc","chiwale-masasi.dc","chiwale-masasi.dc-mtwara","chiwale","masasi.dc","mtwara","chiwale-masasi.dc","chiwale-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"1681","pambazuka","ifakara","ifakara.tc","morogoro","pambazuka-ifakara-ifakara.tc","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1682","pambazuko","ifakara","ifakara.tc","morogoro","pambazuko-ifakara-ifakara.tc","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1683","paramawe","paramawe","namanyere","namanyere","paramawe-paramawe-namanyere","paramawe-namanyere","paramawe-namanyere-namanyere","ganana","hanang.dc","manyara","ganana-hanang.dc","ganana-hanang.dc-manyara",0.453703703703704,0.26984126984127,0.375,NA,1.09854497354497,NA
"1684","paramawe","paramawe","nkasi.dc","rukwa","paramawe-paramawe-nkasi.dc","paramawe-nkasi.dc","paramawe-nkasi.dc-rukwa","kabwe","nkasi.dc","rukwa","kabwe-nkasi.dc","kabwe-nkasi.dc-rukwa",0,0,0.341666666666667,NA,0.341666666666667,NA
"1685","posta","ifakara","ifakara.tc","morogoro","posta-ifakara-ifakara.tc","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1686","pugu","pugu","dar.es.salaam","dar.es.salaam","pugu-pugu-dar.es.salaam","pugu-dar.es.salaam","pugu-dar.es.salaam-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0.575854700854701,0,0,NA,0.575854700854701,"acceptWDR1"
"1687","pugu","pugu","ilala.mc","dar.es.salaam","pugu-pugu-ilala.mc","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"1688","pugu","pugu","kibaha.dc","pwani","pugu-pugu-kibaha.dc","pugu-kibaha.dc","pugu-kibaha.dc-pwani","ruvu","kibaha.dc","pwani","ruvu-kibaha.dc","ruvu-kibaha.dc-pwani",0,0,0.333333333333333,NA,0.333333333333333,NA
"1689","pugu","pugu","pugu","pugu","pugu-pugu-pugu","pugu-pugu","pugu-pugu-pugu","luegu","namtumbo.dc","ruvuma","luegu-namtumbo.dc","luegu-namtumbo.dc-ruvuma",0.553030303030303,0.388888888888889,0.216666666666667,NA,1.15858585858586,NA
"1690","pwani.dar.es.salaam","pwani.dar.es.salaam","pwani.dar.es.salaam","pwani.dar.es.salaam","pwani.dar.es.salaam-pwani.dar.es.salaam-pwani.dar.es.salaam","pwani.dar.es.salaam-pwani.dar.es.salaam","pwani.dar.es.salaam-pwani.dar.es.salaam-pwani.dar.es.salaam","kisarawe","kisarawe.dc","pwani","kisarawe-kisarawe.dc","kisarawe-kisarawe.dc-pwani",0.429724880382775,0.245614035087719,0.394736842105263,NA,1.07007575757576,NA
"1691","ruaha","ruaha","kilosa.dc","morogoro","ruaha-ruaha-kilosa.dc","ruaha-kilosa.dc","ruaha-kilosa.dc-morogoro","ruaha","kilosa.dc","morogoro","ruaha-kilosa.dc","ruaha-kilosa.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"1692","rujewa","imalilosongwe","mbarali.dc","mbeya","rujewa-imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya","imalilosongwe","mbarali.dc","mbeya","imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1693","rujewa","rujewa","mbarali.dc","mbeya","rujewa-rujewa-mbarali.dc","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"1694","rutubiga","rutubiga","busega.dc","simiyu","rutubiga-rutubiga-busega.dc","rutubiga-busega.dc","rutubiga-busega.dc-simiyu","lutubiga","busega.dc","simiyu","lutubiga-busega.dc","lutubiga-busega.dc-simiyu",0,0,0.0833333333333334,NA,0.0833333333333334,"acceptWDR2"
"1695","sabasaba","mkuti","masasi.dc","mtwara","sabasaba-mkuti-masasi.dc","mkuti-masasi.dc","mkuti-masasi.dc-mtwara","mkuti","masasi.tc","mtwara","mkuti-masasi.tc","mkuti-masasi.tc-mtwara",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"1696","sadani","sadani","mufindi.dc","iringa","sadani-sadani-mufindi.dc","sadani-mufindi.dc","sadani-mufindi.dc-iringa","sadani","mufindi.dc","iringa","sadani-mufindi.dc","sadani-mufindi.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"1697","sagamaganga","signal","ifakara.tc","morogoro","sagamaganga-signal-ifakara.tc","signal-ifakara.tc","signal-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0.46031746031746,NA,0.46031746031746,NA
"1698","sagamaganga","signali","ifakara.tc","morogoro","sagamaganga-signali-ifakara.tc","signali-ifakara.tc","signali-ifakara.tc-morogoro","kibaoni","ifakara.tc","morogoro","kibaoni-ifakara.tc","kibaoni-ifakara.tc-morogoro",0,0,0.369047619047619,NA,0.369047619047619,NA
"1699","sagamaganga.nyumbani","signal","ifakara.tc","morogoro","sagamaganga.nyumbani-signal-ifakara.tc","signal-ifakara.tc","signal-ifakara.tc-morogoro","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro",0,0,0.46031746031746,NA,0.46031746031746,NA
"1700","saja","nagelo","handeni.dc","tanga","saja-nagelo-handeni.dc","nagelo-handeni.dc","nagelo-handeni.dc-tanga","kideleko","handeni.tc","tanga","kideleko-handeni.tc","kideleko-handeni.tc-tanga",0.0666666666666668,0,0.375,NA,0.441666666666667,NA
